X,X_compensated,Y,Y_compensated,Z,Z_compensated
9.944283712719475,8.340857452840515,4.946669179482236,2.2455683334171477,78.08602746007196,78.38833881938095
9.944283712719475,8.339776819729142,4.946669179482236,2.246646507795592,78.08602746007196,78.38854208455822
9.944283712719475,8.33916069080868,4.946669179482236,2.2477803081059573,78.08602746007196,78.38865797700585
9.944283712719475,8.338543684349414,4.946669179482236,2.248610634814889,78.08602746007196,78.38877403428887
9.944283712719475,8.338381836827107,4.946669179482236,2.2499421851783583,78.08602746007196,78.38880447734202
9.944283712719475,8.338600652321919,4.946669179482236,2.2511272403851756,78.08602746007196,78.38876331877347
9.944283712719475,8.33729958910968,4.946669179482236,2.2514799316805623,78.08602746007196,78.38900804462003
9.942934115125901,8.332011360684199,4.905413740942874,2.2046081113660443,78.24550904834328,78.5486140701962
9.944283712719475,8.336830550738503,4.946669179482236,2.2519683405019766,78.08602746007196,78.38909626899537
9.944283712719475,8.3385160767901,4.946669179482236,2.253517442580055,78.08602746007196,78.38877922719243
9.942934115125901,8.335492893507512,4.905413740942874,2.208175199122347,78.24550904834328,78.54796053369303
9.944283712719475,8.341496949986112,4.946669179482236,2.256968329973263,78.08602746007196,78.38821853076968
9.944283712719475,8.343005416482114,4.946669179482236,2.259345996638713,78.08602746007196,78.38793478914405
9.944283712719475,8.344935577831771,4.946669179482236,2.2611490475001905,78.08602746007196,78.38757172498957
9.944283712719475,8.346767862610157,4.946669179482236,2.262358554898558,78.08602746007196,78.38722706939798
9.944283712719475,8.348498328566587,4.946669179482236,2.2633234222665934,78.08602746007196,78.38690156424113
9.944283712719475,8.349556147718532,4.946669179482236,2.2638939546838115,78.08602746007196,78.38670258482011
9.942934115125901,8.344976400769495,4.905413740942874,2.217904014415536,78.24550904834328,78.54618029900938
9.944283712719475,8.349873989455187,4.946669179482236,2.2666749684816097,78.08602746007196,78.38664279756556
9.944283712719475,8.349243856239942,4.946669179482236,2.2682287102736938,78.08602746007196,78.38676132799098
9.944283712719475,8.349201058554906,4.946669179482236,2.2696007193057586,78.08602746007196,78.38676937838774
9.944283712719475,8.348644834230697,4.946669179482236,2.270685278025981,78.08602746007196,78.38687400606167
9.944283712719475,8.347532382874935,4.946669179482236,2.2717034342534226,78.08602746007196,78.38708326136415
9.942934115125901,8.342548502613997,4.905413740942874,2.2262862486396697,78.24550904834328,78.54663606676242
9.942934115125901,8.341692411217746,4.905413740942874,2.2280290499163407,78.24550904834328,78.54679677235988
9.944283712719475,8.344990061568609,4.946669179482236,2.2750281623368496,78.08602746007196,78.38756147654362
9.944283712719475,8.344185804777151,4.946669179482236,2.2750727210830286,78.08602746007196,78.3877127578783
9.944283712719475,8.344568214071737,4.946669179482236,2.275825559767208,78.08602746007196,78.38764082643763
9.944283712719475,8.346927953353173,4.946669179482236,2.276689357816703,78.08602746007196,78.38719695598708
9.944283712719475,8.347421955521337,4.946669179482236,2.277902634757084,78.08602746007196,78.3871040330269
9.944283712719475,8.34975216963322,4.946669179482236,2.2802182252689867,78.08602746007196,78.38666571235028
9.944283712719475,8.35066055884648,4.946669179482236,2.2811717194846395,78.08602746007196,78.38649484057473
9.942934115125901,8.347419064477522,4.905413740942874,2.2365769673521974,78.24550904834328,78.54572175591585
9.944283712719475,8.353238770213867,4.946669179482236,2.28366757566156,78.08602746007196,78.386009865647
9.944283712719475,8.35481218388833,4.946669179482236,2.2846670815350363,78.08602746007196,78.38571389642516
9.944283712719475,8.355570113317805,4.946669179482236,2.284794640788357,78.08602746007196,78.38557132450204
9.944283712719475,8.356598259659545,4.946669179482236,2.2850683980420987,78.08602746007196,78.38537792230528
9.944283712719475,8.358687699438656,4.946669179482236,2.2858360829284967,78.08602746007196,78.38498488074534
9.944283712719475,8.362605821182695,4.946669179482236,2.287476876596896,78.08602746007196,78.38424784138655
9.944283712719475,8.365186425835061,4.946669179482236,2.2878170337411396,78.08602746007196,78.38376239787107
9.942934115125901,8.364369405867937,4.905413740942874,2.243016097703783,78.24550904834328,78.54253969681939
9.944283712719475,8.371823637919261,4.946669179482236,2.291233452347798,78.08602746007196,78.38251383830695
9.944283712719475,8.376135522379501,4.946669179482236,2.293095572405999,78.08602746007196,78.38170269383266
9.944283712719475,8.378631021618496,4.946669179482236,2.2945456009359155,78.08602746007196,78.38123323964423
9.944283712719475,8.381698740341065,4.946669179482236,2.2954839393723945,78.08602746007196,78.38065613424958
9.944283712719475,8.383036294529829,4.946669179482236,2.296647105199485,78.08602746007196,78.38040450912241
9.942934115125901,8.380457357739953,4.905413740942874,2.251036872068538,78.24550904834328,78.5395193751862
9.944283712719475,8.386064540065943,4.946669179482236,2.297440410412755,78.08602746007196,78.37983482160509
9.944283712719475,8.385619082642036,4.946669179482236,2.2969692034907214,78.08602746007196,78.37991862345221
9.944283712719475,8.385417239121136,4.946669179482236,2.2970029859464285,78.08602746007196,78.37995659530243
9.944283712719475,8.384047270561403,4.946669179482236,2.296708263109812,78.08602746007196,78.38021432025468
9.944283712719475,8.383683161795478,4.946669179482236,2.2960917329794372,78.08602746007196,78.38028281792678
9.942934115125901,8.378284505026008,4.905413740942874,2.2491239727881522,78.24550904834328,78.53992731138636
9.944283712719475,8.38134353835487,4.946669179482236,2.295897483691897,78.08602746007196,78.3807229558457
9.944283712719475,8.380435668453764,4.946669179482236,2.2951755284064315,78.08602746007196,78.38089374654253
9.944283712719475,8.379894392240681,4.946669179482236,2.2954944235964145,78.08602746007196,78.38099557250867
9.944283712719475,8.37952779615655,4.946669179482236,2.2957742940967614,78.08602746007196,78.38106453719982
9.944283712719475,8.377996267413266,4.946669179482236,2.295803125705315,78.08602746007196,78.38135265017846
9.944283712719475,8.378574206345057,4.946669179482236,2.2952730899579517,78.08602746007196,78.38124392779454
9.944283712719475,8.379897897539998,4.946669179482236,2.295901560888674,78.08602746007196,78.38099491308529
9.944283712719475,8.382061390674771,4.946669179482236,2.2960617364649094,78.08602746007196,78.38058791137196
9.944283712719475,8.383817968254732,4.946669179482236,2.296820968393193,78.08602746007196,78.38025745757801
9.942934115125901,8.381618343622394,4.905413740942874,2.2509995187643472,78.24550904834328,78.53930140797097
9.944283712719475,8.388335341606874,4.946669179482236,2.298875872092042,78.08602746007196,78.37940762436953
9.942934115125901,8.38583140320381,4.905413740942874,2.2535675556139365,78.24550904834328,78.5385104279554
9.942934115125901,8.387840447294959,4.905413740942874,2.2548749176359117,78.24550904834328,78.53813323668828
