X,X_compensated,Y,Y_compensated,Z
9.392325338631913,5.394388926430558,-2.2074842861022095,-2.0999482983181776,77.1130302974998
9.392626513028874,5.401274705535044,-2.1039765067536518,-1.9935909407084527,77.00032211917531
9.392626513028874,5.401896816428632,-2.1039765067536518,-1.990345242463236,77.00032211917531
9.392626513028874,5.402107863530221,-2.1039765067536518,-1.9868352122622828,77.00032211917531
9.392626513028874,5.403001400919629,-2.1039765067536518,-1.9836649545173397,77.00032211917531
9.392626513028874,5.406361574991832,-2.1039765067536518,-1.9790383624714916,77.00032211917531
9.392626513028874,5.409610236687449,-2.1039765067536518,-1.975660711625321,77.00032211917531
9.392626513028874,5.412819381197705,-2.1039765067536518,-1.971955765126655,77.00032211917531
9.392626513028874,5.415938790776171,-2.1039765067536518,-1.9694170044010595,77.00032211917531
9.392626513028874,5.418844518517168,-2.1039765067536518,-1.967209697934085,77.00032211917531
9.392626513028874,5.420951369783831,-2.1039765067536518,-1.9650698008717613,77.00032211917531
9.392626513028874,5.422628885675085,-2.1039765067536518,-1.9626447751745817,77.00032211917531
9.392626513028874,5.425029466115366,-2.1039765067536518,-1.9608574157430596,77.00032211917531
9.392626513028874,5.427582128243597,-2.1039765067536518,-1.9587961148172215,77.00032211917531
9.392626513028874,5.4297725107402215,-2.1039765067536518,-1.9558742648593037,77.00032211917531
9.392626513028874,5.434060339042034,-2.1039765067536518,-1.9530463577371429,77.00032211917531
9.392626513028874,5.43762593187716,-2.1039765067536518,-1.950235804614482,77.00032211917531
9.392626513028874,5.440601094354444,-2.1039765067536518,-1.948133052799166,77.00032211917531
9.392626513028874,5.444918361226819,-2.1039765067536518,-1.946629673315185,77.00032211917531
9.392626513028874,5.448685828501347,-2.1039765067536518,-1.944692863698047,77.00032211917531
9.392626513028874,5.45194096034899,-2.1039765067536518,-1.942764659373668,77.00032211917531
9.392626513028874,5.454437648207101,-2.1039765067536518,-1.9406538749226512,77.00032211917531
9.392626513028874,5.457067534283309,-2.1039765067536518,-1.9395635586347801,77.00032211917531
9.392626513028874,5.460133623221607,-2.1039765067536518,-1.9381899780240481,77.00032211917531
9.392626513028874,5.462322588030507,-2.1039765067536518,-1.937598063281274,77.00032211917531
9.392626513028874,5.464546944060474,-2.1039765067536518,-1.9372526960076928,77.00032211917531
9.392626513028874,5.467062673938065,-2.1039765067536518,-1.9363139796923663,77.00032211917531
9.392626513028874,5.468446489811199,-2.1039765067536518,-1.9374434511886969,77.00032211917531
9.392626513028874,5.469773123944291,-2.1039765067536518,-1.9384177368294675,77.00032211917531
9.392626513028874,5.470368960843634,-2.1039765067536518,-1.9396946490206728,77.00032211917531
9.392626513028874,5.470430488984629,-2.1039765067536518,-1.9408523750132516,77.00032211917531
9.392626513028874,5.470494338927882,-2.1039765067536518,-1.941340019735295,77.00032211917531
9.392626513028874,5.472303898274418,-2.1039765067536518,-1.9422950862281496,77.00032211917531
9.392626513028874,5.472836460813196,-2.1039765067536518,-1.9438208403450545,77.00032211917531
9.392626513028874,5.472925269507996,-2.1039765067536518,-1.943861286165952,77.00032211917531
9.392626513028874,5.472741557372725,-2.1039765067536518,-1.942876387374454,77.00032211917531
9.392626513028874,5.473702489490674,-2.1039765067536518,-1.9420558534786514,77.00032211917531
9.392626513028874,5.474073975497062,-2.1039765067536518,-1.9405564894005298,77.00032211917531
9.392626513028874,5.47381538646224,-2.1039765067536518,-1.9375620636197641,77.00032211917531
9.392626513028874,5.473882428086928,-2.1039765067536518,-1.936874054138582,77.00032211917531
9.392626513028874,5.475017489680077,-2.1039765067536518,-1.9358652029978227,77.00032211917531
9.392626513028874,5.474216765298867,-2.1039765067536518,-1.9336031043809017,77.00032211917531
9.392626513028874,5.475005880789227,-2.1039765067536518,-1.9328000679068655,77.00032211917531
9.391737318532444,5.471466236387622,-2.1562168372463564,-1.9831775920219177,77.06260038320198
9.392626513028874,5.47585710142717,-2.1039765067536518,-1.9299358707125087,77.00032211917531
9.392626513028874,5.476549568802384,-2.1039765067536518,-1.929533993831969,77.00032211917531
9.391737318532444,5.471071799098276,-2.1562168372463564,-1.9803466761354445,77.06260038320198
9.392626513028874,5.474451555687724,-2.1039765067536518,-1.927207496542732,77.00032211917531
9.392626513028874,5.47332519850799,-2.1039765067536518,-1.9267055089219547,77.00032211917531
9.392626513028874,5.472065913595236,-2.1039765067536518,-1.9259571170639016,77.00032211917531
9.392626513028874,5.470359093121643,-2.1039765067536518,-1.9246331604383735,77.00032211917531
9.391737318532444,5.46444092843096,-2.1562168372463564,-1.976902983017749,77.06260038320198
9.392626513028874,5.467766191928307,-2.1039765067536518,-1.9245922842977805,77.00032211917531
9.391737318532444,5.462290341893865,-2.1562168372463564,-1.97524135167036,77.06260038320198
9.392626513028874,5.465305612573273,-2.1039765067536518,-1.921713312918858,77.00032211917531
9.388512809407906,5.440404199481671,-2.127079717923009,-1.941604972606383,77.39110347882104
9.391737318532444,5.459838234716313,-2.1562168372463564,-1.970447079211443,77.06260038320198
9.392626513028874,5.463008703922556,-2.1039765067536518,-1.9165686544752378,77.00032211917531
9.392626513028874,5.462362350292118,-2.1039765067536518,-1.9156151642082604,77.00032211917531
9.392626513028874,5.462530396575839,-2.1039765067536518,-1.9142843223265247,77.00032211917531
9.391737318532444,5.458548560586293,-2.1562168372463564,-1.9659228062276257,77.06260038320198
9.392626513028874,5.462279052701058,-2.1039765067536518,-1.9118098080699635,77.00032211917531
9.392626513028874,5.462455225625552,-2.1039765067536518,-1.910189677266847,77.00032211917531
9.391737318532444,5.459586690636382,-2.1562168372463564,-1.9619264764423783,77.06260038320198
9.391737318532444,5.459949192887208,-2.1562168372463564,-1.9608527882944276,77.06260038320198
9.392626513028874,5.463972862226692,-2.1039765067536518,-1.9062378826333206,77.00032211917531
9.391737318532444,5.459892261475202,-2.1562168372463564,-1.9571583244032476,77.06260038320198
9.392626513028874,5.463805687516434,-2.1039765067536518,-1.9037845940037963,77.00032211917531
9.392626513028874,5.46284094816282,-2.1039765067536518,-1.901892814888549,77.00032211917531
9.392626513028874,5.463235086967321,-2.1039765067536518,-1.901030972449686,77.00032211917531
9.392626513028874,5.46401175355113,-2.1039765067536518,-1.9007752451860456,77.00032211917531
9.392626513028874,5.464065446788618,-2.1039765067536518,-1.9000265652296844,77.00032211917531
9.392626513028874,5.464657813115318,-2.1039765067536518,-1.8996500738577562,77.00032211917531
9.391737318532444,5.460924577209698,-2.1562168372463564,-1.9510718876374766,77.06260038320198
9.392626513028874,5.464934114860749,-2.1039765067536518,-1.897656031963411,77.00032211917531
9.392626513028874,5.463452472563797,-2.1039765067536518,-1.8982185460033731,77.00032211917531
9.392626513028874,5.4606566312303535,-2.1039765067536518,-1.8985740973191874,77.00032211917531
9.392626513028874,5.457410889165596,-2.1039765067536518,-1.8986766464062268,77.00032211917531
9.392626513028874,5.455574530607285,-2.1039765067536518,-1.8999598724730826,77.00032211917531
9.392626513028874,5.452793122316239,-2.1039765067536518,-1.9005394540315268,77.00032211917531
9.392626513028874,5.450627012030459,-2.1039765067536518,-1.9014294078520924,77.00032211917531
9.392626513028874,5.448818182354692,-2.1039765067536518,-1.901629916376629,77.00032211917531
9.392626513028874,5.447068842451245,-2.1039765067536518,-1.9005126335045852,77.00032211917531
9.392626513028874,5.4451148629019155,-2.1039765067536518,-1.9014387304945672,77.00032211917531
